cluster_id,n,predicados_top,ejemplos,tipo_label
reltype:076,150,"[[""encabezar"", 109], [""encabezar por"", 28], [""encabezar en"", 6], [""encabezar desde"", 3], [""encabezar segun"", 2], [""encabezar con"", 1], [""posteir desde"", 1]]","[""El Presidente de la República, Francisco Sagasti, encabeza hoy una sesión del Gabinete Ministerial en la que se analizan acciones frente a la actual emergencia sanitaria y a la coyuntura que al respecto atraviesa el país."", ""Vea aquí la galería fotográfica [Lea también: Presidente Sagasti lideró instalación del Comité Ejecutivo Nacional de la MCLCP ] Previamente, por la mañana, el Mandatario encabezó una nueva sesión del Consejo de Ministros en Palacio de Gobierno, donde se analizaron acciones frente a la emergencia sanitaria y a la coyuntura del país."", ""Gobierno implementa espacio de diálogo con representantes del sector agrario en Ica\nLos ministros de Desarrollo Agrario y Riego, Federico Tenorio, y de Trabajo y Promoción del Empleo, Javier Palacios, encabezaron un espacio de diálogo con representantes de los trabajadores y empresarios del sector agrario, así como con autoridades locales y congresistas de Ica.""]",
reltype:077,149,"[[""escribir en"", 96], [""pisar en"", 15], [""traducir a"", 15], [""escribir"", 7], [""escribir al"", 4], [""se traducir"", 3], [""se traducir en"", 3], [""escribir para"", 2]]","[""Para más información, escriba al siguiente correo vverac@unmsm.edu.pe Revisa más noticias sobre ciencia, la tecnología y la innovación en la Agencia Andina."", ""Sin embargo, no puede disuadirnos de nuestra responsabilidad de validar la victoria de Joe Biden\"", escribió Pelosi."", ""Te amo por siempre y para siempre, mi maestro, el amor de mi vida\"", escribió su pareja, Bella de la Vega, en Facebook acompañando el mensaje con una fotografía de ella y el actor con un listón negro.""]",
reltype:078,146,"[[""proyectar"", 118], [""proyectar con"", 7], [""proyectar en"", 4], [""se proyectar"", 4], [""se proyectar de"", 4], [""proyectar para"", 3], [""inyectar para"", 2], [""proyectar de"", 2]]","[""Equilibrio fiscal Sobre el equilibrio fiscal sostuvo que las cifras de fallecidos por la pandemia hacen necesario que el Estado intervenga para apoyar esta emergencia e indicó que el país tiene los ahorros fiscales para inyectar dinero a su economía, tal como lo están haciendo otros países del mundo."", ""Las exportaciones peruanas crecerían 15% en el presente año y llegarían a los 44,000 millones de dólares, impulsadas por la minería y agroindustria, proyectó hoy el Centro de Investigación de Economía y Negocios Globales de la Asociación de Exportadores (Cien-Adex)."", ""Cornejo proyectó que este año se espera alcanzar 21 millones de viajes de turismo interno, lo cual implicará una recuperación importante para el sector luego de los embates causados por la pandemia del covid-19 en el 2020.""]",
reltype:079,143,"[[""demostrar"", 51], [""provenir de"", 39], [""proveer por"", 15], [""demostrar segun"", 10], [""proveer de"", 10], [""demostrar durante"", 7], [""se demostrar con"", 5], [""demostrar a"", 2]]","[""Ensayos clínicos en Perú permitieron mejor posición de negociación para compra de vacunas\nComo era de esperar, el anuncio del presidente Francisco Sagasti sobre el cierre de las negociaciones con Sinopharm y AstraZeneca para la provisión de vacunas contra el coronavirus, y que el primer lote de un millón de dosis llegaría este mes, generó entusiasmo y optimismo en la comunidad científica nacional, como lo demuestran las declaraciones de la exministra de Salud Patricia García y el médico salubrista Ernesto Gozzer."", ""Como era de esperar, el anuncio del presidente Francisco Sagasti sobre el cierre de las negociaciones con Sinopharm y AstraZeneca para la provisión de vacunas contra el coronavirus, y que el primer lote de un millón de dosis llegaría este mes, generó entusiasmo y optimismo en la comunidad científica nacional, como lo demuestran las declaraciones de la exministra de Salud Patricia García y el médico salubrista Ernesto Gozzer."", ""Y/o que demuestren el manejo de hasta 200 vacunos, o hasta 600 ovinos, o hasta 1,000 camélidos, o hasta 500 caprinos, o hasta 4,000 cuyes, o hasta 10,000 aves, o hasta 250 porcinos, o hasta 300 colmenas, o hasta 3,500 conejos; y que califican en la categoría de “Agricultura Familiar”, de acuerdo al reglamento de la Ley 30355, Ley de Promoción y Desarrollo de la Agricultura Familiar.""]",
reltype:080,143,"[[""designar a"", 72], [""designar"", 32], [""designar al"", 15], [""designar en"", 9], [""designar de"", 6], [""designar por"", 4], [""disenar al"", 3], [""designar durante"", 1]]","[""Conoce al primer líder indígena que integra el consejo directivo del Sernanp\nPor primera vez un líder indígena fue designado como miembro del Consejo Directivo del Servicio Nacional de Áreas Naturales Protegidas por el Estado (Sernanp)."", ""Vea aquí la galería fotográfica El jefe del Estado recordó que desde 1825, cuando Manuel Lorenzo de Vidaurre fue designado como primer presidente de la Corte Suprema, solo jueces varones ocuparon dicho cargo."", ""Elvia Barrios presidirá Comisión Nacional de Productividad Judicial\nLa presidenta del Poder Judicial, Elvia Barrios, fue designada titular de la Comisión Nacional de Productividad Judicial, organismo encargado de formular y proponer políticas y lineamientos respecto a la evaluación del juez y secretario judicial, así como el funcionamiento y producción de órganos jurisdiccionales a su cargo.""]",
reltype:081,143,"[[""sesionar a"", 71], [""publco"", 10], [""sesionar"", 9], [""distribuyan para"", 8], [""sesionar en"", 7], [""peligrar"", 5], [""sesionar con"", 4], [""sesionar de"", 4]]","[""La Dirección General de Contabilidad Pública del MEF actúa como secretaría técnica de la comisión multisectorial, y se encarga de brindar asistencia técnica y administrativa, a fin de coadyuvar al cumplimiento de las funciones de la comisión."", ""El MEF sostuvo que el ISC, además de tener un fin recaudatorio, es un importante instrumento tributario que coadyuva a combatir externalidades negativas sobre la salud de la población y el medio ambiente."", ""“El programa Qali Warma en coordinación con el Ministerio de Cultura entrega alimentos sanos, seguros y nutritivos, de esta forma el Estado coadyuva a mitigar la situación tan difícil que enfrentan nuestros hermanos de las comunidades indígenas.""]",
reltype:082,140,"[[""enfrentar para"", 37], [""enfrentar"", 14], [""afrontar con"", 13], [""enfrentar en"", 12], [""afrontar en"", 7], [""afrontar para"", 7], [""afrontar por"", 6], [""confrontar en"", 6]]","[""También se abasteció a pobladores de zonas vulnerables de las jurisdicciones de EPS Selva Central y Sedam Huancayo, que afrontaron situaciones de emergencia."", ""Más de 500,000 hogares ya han cobrado el Bono 600\nEl ministro de la Producción, José Luis Chicoma, afirmó hoy que un total de 509,607 hogares ya han cobrado el Bono 600, subsidio que les permite afrontar las consecuencias de la expansión de la pandemia del covid-19."", ""El ministro de la Producción, José Luis Chicoma, afirmó hoy que un total de 509,607 hogares ya han cobrado el Bono 600, subsidio que les permite afrontar las consecuencias de la expansión de la pandemia del covid-19.""]",
reltype:083,130,"[[""admitir"", 77], [""admitir en"", 41], [""admitir a"", 7], [""admitir de"", 2], [""admitir con"", 1], [""admitir durante"", 1], [""admitir por"", 1]]","[""Elecciones 2021: admiten en parte fórmula presidencial de Perú Libre\nEl Jurado Electoral Especial Lima Centro 1 (JEE Lima Centro 1) admitió en parte la solicitud de inscripción de la fórmula presidencial del partido Perú Libre, encabezado por el candidato Pedro Castillo Terrones."", ""El Jurado Electoral Especial Lima Centro 1 (JEE Lima Centro 1) admitió en parte la solicitud de inscripción de la fórmula presidencial del partido Perú Libre, encabezado por el candidato Pedro Castillo Terrones."", ""\""Mañana será una noche especial para mí\"", admitió.""]",
reltype:084,125,"[[""dictar"", 50], [""dictar en"", 31], [""dictar a"", 19], [""dictar para"", 7], [""se dictar en"", 5], [""dictar contra"", 3], [""se dictar mediante"", 3], [""dictar mediante"", 2]]","[""Esta semana, l a Comisión de Economía del Congreso dictaminó un proyecto de ley que establece la autorización del retiro de hasta 4 unidades impositivas tributarias de las AFP , a fin de que los afiliados a estas puedan enfrentar mejor el impacto económico generado por la pandemia del covid-19."", ""Su responsabilidad incluye además la Vigilancia y el Control Sanitario de las fronteras, así como, de todos los puntos de entrada (puertos marítimos, aéreos, fluviales, lacustres o terrestres) en el territorio nacional, debiendo los servicios de sanidad internacional regirse por las disposiciones de esta Ley, sus reglamentos y las normas técnicas que dicte la autoridad de salud de nivel nacional, así como, por los tratados y convenios internacionales en los que el Perú es parte."", ""San Marcos dictará curso virtual de Dota 2 para escolares y universitarios\nEl competitivo juego electrónico Dota 2 se suma como curso virtual en los talleres de verano de la Universidad Nacional Mayor de San Marcos (UNMSM), que están dirigidos a estudiantes de educación primaria y secundaria, así como universitarios interesados en este esport.""]",
reltype:085,122,"[[""ascender a"", 58], [""descender en"", 24], [""ascender de"", 22], [""ascender en"", 14], [""ascender segun"", 3], [""descender durante"", 1]]","[""Exportaciones e importaciones En el mes de estudio, las exportaciones totales ascendieron a U$ 3 427 millones reportando una disminución de -10,85%, al compararlas con noviembre 2019¸ según información disponible de la Superintendencia Nacional de Aduanas y de Administración Tributaria (Sunat), al 27 de diciembre del año 2020."", ""Recaudación del Impuesto Selectivo al Consumo Con información proporcionada por la Superintendencia Nacional de Aduanas y de Administración Tributaria (SUNAT), en noviembre 2020, la recaudación del Impuesto Selectivo al Consumo (ISC) ascendió a 423 millones de soles, siendo menor en -7,48% al monto registrado en noviembre del año 2019."", ""Desembarque pesquero alcanzó 812,800 toneladas en noviembre\nEl volumen de desembarque pesquero nacional registrado en noviembre último ascendió a 812,800 toneladas métricas, el segundo resultado más alto del sector en los últimos 12 meses y un avance de 2.6 % con relación al mismo mes del 2019, informó la Oficina de Evaluación de Impacto y Estudios Económicos del Ministerio de la Producción (Produce).""]",
reltype:086,122,"[[""condenar a"", 22], [""condenar"", 21], [""sancionar con"", 18], [""sancionar a"", 12], [""condenar en"", 8], [""sancionar durante"", 6], [""condenar con"", 5], [""prohibir en"", 5]]","[""El presidente saliente de Estados Unidos, Donald Trump, condenó este viernes la decisión de Twitter de suspender permanentemente su cuenta en la red social y dijo que se plantea crear su propia plataforma para difundir sin filtros sus mensajes."", ""Más temprano, el ministro de Transportes y Comunicaciones, Eduardo González, condenó estos hechos e informó que la Procuraduría del portafolio a su cargo ha interpuesto las acciones legales correspondientes."", ""Más temprano, el ministro de Transportes y Comunicaciones, Eduardo González, condenó estos hechos e informó que la Procuraduría del sector a su cargo ha interpuesto las acciones legales correspondientes.""]",
reltype:087,121,"[[""donar"", 35], [""donar a"", 32], [""donar en"", 16], [""donar para"", 15], [""donar por"", 7], [""donar con"", 6], [""donar al"", 4], [""donar de"", 3]]","[""Donan 11,500 nuevos \""cascos de vida\"" para proteger a personal en primera línea\nEl Programa de las Naciones Unidas para el Desarrollo, FabLab Perú y diversas instituciones aliadas realizaron la entrega de 11,500 “cascos de vida” al Ministerio de Salud, destinados a proteger al cuerpo médico."", ""Gesto ejemplar: 35 policías de San Martín donan su sangre para ayudar a pacientes\nUn total de 35 agentes de la Policía Nacional del Perú, de diferentes divisiones de la región San Martín, donaron su sangre en una campaña que se realizó en las instalaciones de la división de emergencias 105 de la ciudad de Tarapoto, se informó."", ""Donan cartas originales de Andrés Avelino Cáceres al archivo de Ayacucho\nLa Dirección Regional de Archivo Ayacucho recibió en calidad de donación 39 cartas originales del personaje histórico general Andrés Avelino Cáceres Dorregaray, que datan de los años de 1887 y 1889, finales del siglo XIX.""]",
reltype:088,118,"[[""formular"", 72], [""formular por"", 18], [""formular en"", 12], [""formular para"", 6], [""formular durante"", 4], [""formular de"", 3], [""formular a"", 1], [""formular contra"", 1]]","[""Subrayó que el ministerio considera que si alguna organización agraria formula propuestas o proyectos en beneficio directo de la Agricultura Familiar, contará con la asistencia técnica del sector Agricultura."", ""El jefe de la Oficina Nacional de Procesos Electorales, Piero Corvetto, formuló votos para que se pueda concretar la suscripción de un pacto ético digital entre los partidos políticos que participarán en las próximas votaciones, a fin de evitar los ataques y guerra sucia en redes sociales."", ""La ministra formuló un llamado a los gobiernos regionales para que cautelen que estos insumos lleguen realmente al primer nivel de atención en salud.""]",
reltype:089,116,"[[""calificar de"", 39], [""certificar por"", 10], [""clasificar a"", 10], [""acreditir para"", 8], [""certificar en"", 7], [""certificar para"", 7], [""calificar con"", 6], [""se calificar de"", 6]]","[""Durante la inmovilización social obligatoria se exceptúa al personal de los organismos del sistema electoral peruano; siempre que porten su credencial o documento que acredite el vínculo con la entidad y su Documento Nacional de Identidad (DNI) para fines de identificación."", ""Asimismo, puso en relieve la obtención del sello internacional “Safe Travels”, que califica a Miraflores como destino turístico seguro; la catalogación mundial como “Surf City”, ciudad que promueve el surf y el turismo; y, recientemente la obtención por segundo año consecutivo del Premio de Reconocimiento como Institución Pública Modelo en Ecoeficiencia otorgado por el Ministerio del Ambiente."", ""En determinado momento de sus intervenciones, el candidato del Partido Morado recibió un llamado de atención de parte de los moderadores del debate, pues calificó al postulante de Perú Patria Segura, Rafael Santos, como “el chaleco” del aspirante presidencial de Renovación Popular, Rafael López Aliaga.""]",
reltype:090,116,"[[""inmunizar para"", 29], [""inmunizacer al"", 15], [""inmunizar en"", 14], [""inmunizar contra"", 12], [""se inmunizar en"", 7], [""inmunizar al"", 6], [""se inmunizar a"", 6], [""inmunizar"", 4]]","[""Asimismo, también inmunizarán al personal de salud de la Red de Salud y Dirección Regional de Salud (Diresa) Tacna que no habían sido incluidos en el padrón nominal de las remesas de vacunas anteriores."", ""Indicó que con la llegada de las vacunas en esta primera fase, inmunizarán al personal de salud, prioritariamente a los que laboran en la primera línea de atención."", ""Lima Sur: adultos mayores de albergues son vacunados contra el covid-19\nContinuando con el proceso de vacunación contra el covid-19, la Dirección de Redes Integradas de Salud (Diris) Lima Sur inmunizará a un total de 876 adultos mayores en situación de vulnerabilidad que residen en albergues públicos de la jurisdicción, informó el Ministerio de Salud (Minsa).""]",
reltype:091,115,"[[""existir"", 52], [""existir en"", 39], [""existir segun"", 15], [""existir de"", 3], [""existir desde"", 2], [""existir por"", 2], [""existir a"", 1], [""existir para"", 1]]","[""En ese sentido, explicó que existe una demanda social entendible pues los trabajadores agrarios \""han estado por años relegados y con los derechos disminuidos\""."", ""Por su parte, el presidente de la ONG Luz Ámbar, Luis Quispe Candia, dijo que existe una responsabilidad administrativa por parte de la policía al haberse demorado en la entrega de la documentación a la fiscalía."", ""Al respecto, el presidente de la ONG Luz Ámbar, Luis Quispe Candia, dijo que existe una responsabilidad administrativa por parte de la policía al haberse demorado en la entrega de la documentación a la Fiscalía.""]",
reltype:092,112,"[[""actualizar"", 56], [""actualizar al"", 15], [""actualizar por"", 15], [""actualizar a"", 7], [""actualizar desde"", 6], [""actualizar en"", 5], [""actualizar con"", 4], [""actualizar para"", 2]]","[""Actualizan mecanismos para transparentar determinación de precios de combustibles\nEl Ministerio de Energía y Minas (Minem) aprobó la actualización de los lineamientos para la determinación de los Precios de Referencia de los combustibles derivados del petróleo, lo que incluye al Gas Licuado de Petróleo (GLP), energético básico para las cocinas utilizadas en millones de hogares, en el transporte y otras actividades."", ""Segunda ola: 2,621 casos confirmados y 91 fallecidos en las últimas 24 horas\nEl Ministerio de Salud (Minsa) actualizó las cifras de la Sala Situacional Covid-19 y reportó esta noche 2,621 nuevos casos confirmados en todo el país y 91 fallecimientos en las últimas 24 horas."", ""El Ministerio de Salud (Minsa) actualizó las cifras de la Sala Situacional Covid-19 y reportó esta noche 2,621 nuevos casos confirmados en todo el país y 91 fallecimientos en las últimas 24 horas.""]",
reltype:093,108,"[[""acumular desde"", 44], [""acumular"", 29], [""acumular en"", 12], [""se duplicar en"", 7], [""acumular de"", 6], [""acumular a"", 3], [""duplicar ante"", 2], [""acumular por"", 1]]","[""Messi, que marcó el segundo y tercer tanto de su equipo en el choque aplazado de la segunda jornada, acumula ya nueve dianas, las mismas que el uruguayo del Atlético Madrid Luis Suárez, Iago Aspas, del Celta y Gerard Moreno, del Villarreal, que comparten el liderazgo en los goles."", ""Moquegua, Ica y Junín acumulan la mayor inversión minera a nivel nacional\nMoquegua, Ica y Junín son las regiones del Perú en las que se registró la mayor inversión minera, entre enero y noviembre del 2020, sumando una cifra global que supera los 2,107 millones de dólares, de acuerdo a la información proporcionada por la última edición del Boletín Estadístico Minero del Ministerio de Energía y Minas (Minem)."", ""El índice de precios al consumidor de alimentos y bebidas de Lima Metropolitana del INEI durante el 2020 acumuló una tasa de aumento de 1.9%, cifra similar a la inflación de alimentos registrada en el 2019.""]",
reltype:094,108,"[[""viajar a"", 54], [""viajar en"", 26], [""viajar al"", 12], [""viajar"", 6], [""aventurar para"", 3], [""viajar hacia"", 2], [""viajar segun"", 2], [""viajar de"", 1]]","[""Alemania percibe cierta mejora para Semana Santa pero evita hablar de turismo\nEl gobierno alemán miró este viernes con mucha cautela a las vacaciones de Semana Santa, por la extensión de las vacunas y los test rápidos, pero consideró que es demasiado pronto para aventurar si el turismo, nacional e internacional, será posible."", ""El gobierno alemán miró este viernes con mucha cautela a las vacaciones de Semana Santa, por la extensión de las vacunas y los test rápidos, pero consideró que es demasiado pronto para aventurar si el turismo, nacional e internacional, será posible."", ""Transporte aéreo: conoce los requisitos que debes cumplir para viajar en avión\nEl Ministerio de Transportes y Comunicaciones (MTC) reiteró a las personas que tienen previsto viajar dentro del territorio nacional a respetar y cumplir las nuevas medidas y protocolos que se han dispuesto para el transporte aéreo de pasajeros entre el 31 de enero y 14 de febrero.""]",
reltype:095,100,"[[""avanzar en"", 20], [""avanzar con"", 10], [""avanzar"", 9], [""avanzar para"", 7], [""acercar el para"", 6], [""se avanzar con"", 6], [""se avanzar tras"", 6], [""se impulsar desde"", 6]]","[""Herbert Dávila Ramírez, director del Hospital Central Militar, celebró que su institución implemente los servicios de Telesalud, sumándose así al esfuerzo nacional de acercar la salud sobre todo a su población militar, ubicada en bases antisubversivas y puestos de vigilancia."", ""De igual manera, pueden acercarse a los clubes zonales o revisar las redes sociales de Serpar en Facebook, Instagram y Twitter."", ""“El incremento en 16% es resultado del gran esfuerzo del MTC, que tiene como objetivo acercarse a las regiones y mantener una mejor comunicación y articulación de las funciones que realizan tanto el Ejecutivo como los gobiernos regionales, sobre todo ahora que nos encontramos en una emergencia sanitaria por el covid-19”, dijo el director general de Políticas y Regulación en Comunicaciones, José Aguilar.""]",
reltype:096,99,"[[""enfocar"", 31], [""se centrar en"", 25], [""concentrar"", 19], [""se centrar"", 7], [""se enfocar en"", 4], [""concentrar en"", 3], [""se concentrar en"", 3], [""concentrar con"", 1]]","[""Arequipa concentra la mayor cantidad de trabajos directos en el sector minero\nEl Ministerio de Energía y Minas (Minem) informó que Arequipa es la región con la mayor cantidad de personas que tienen un trabajo directo en el sector minero durante el mes de noviembre: 25,349 trabajadores, cifra que representa el 12.8 % del total nacional, de acuerdo al Boletín Estadístico Minero (BEM) correspondiente a noviembre del 2020."", ""Chimbote concentra el mayor número de casos y muertes por coronavirus\nEl último informe situacional de la Dirección Regional de Salud (Diresa) de Áncash, da cuenta que la provincia del Santa, es la que concentra la mayor cantidad de contagios y defunciones a causa del nuevo coronavirus (covid-19) en este departamento."", ""“Se trata de un indicador que nos permite visualizar el ritmo de reactivación de la economía peruana, ya que la banca privada concentra el 49% del total de este tipo de financiamiento concedido por el sistema financiero nacional”, dijo.""]",
reltype:097,98,"[[""inspeccionar"", 69], [""se inspeccionar durante"", 16], [""inspeccionar tras"", 6], [""inspeccionar en"", 3], [""inspeccionar por"", 3], [""se inspeccionar"", 1]]","[""El Ministerio de Desarrollo Agrario y Riego, a través de la Autoridad Nacional del Agua (ANA), inspeccionó el desborde del río Mala en el distrito de Santa Cruz de Flores, provincia Cañete, región Lima."", ""El titular del sector, Eduardo González, inspeccionó junto con la presidenta ejecutiva de la Autoridad del Transporte Urbano para Lima y Callao (ATU), María Jara, los avances de este moderno medio de transporte que, una vez concluido, unirá Ate con el Callao en solo 45 minutos y transportará más de un millón de personas al día."", ""El ministro de Transportes y Comunicaciones, Eduardo González, inspeccionó el avance de esta obra vial que consiste en la reposición del puente Virú.""]",
reltype:098,97,"[[""aconsejar"", 17], [""consultar con"", 17], [""aconsejar por"", 11], [""aconsejar a"", 10], [""consultar sobre"", 10], [""consultar"", 9], [""aconsejar ante"", 6], [""asesorar el para"", 4]]","[""Si hubiera que hacerlo todo nuevamente, aconsejó que las Fuerzas Armadas elaboren un buen cronograma de entrega de alimentos a las poblaciones más pobres."", ""Rescatar todo lo que hemos aprendido y en base a eso empezar a planificar el futuro, con estrategias a corto, a mediano y largo plazo”, aconsejó el psicólogo Manuel Saravia, director del Instituto Guestalt de Lima."", ""También aconseja verificar las transferencias a las cuentas y contar con los contratos de préstamos con fecha cierta, herencias recibidas, donaciones inscritas en Registros Públicos, entre otros, que servirán de prueba ante una posible fiscalización tributaria.""]",
reltype:099,91,"[[""coincidir"", 55], [""coincidir en"", 26], [""coincidir con"", 10]]","[""Asimismo, los integrantes del Grupo de Trabajo coincidieron y destacaron la necesidad de fortalecer a la institución con un pilar basado en la integridad, la eficacia del servicio y la observancia irrestricta de los derechos humanos."", ""Elecciones 2021: SP y AP coinciden en promover acceso general a internet por vía satelital\nLos candidatos al Congreso Janeth López (Somos Perú) y Pepe Pajuelo (Acción Popular) coincidieron en la necesidad de promover mayor acceso a internet, a través de la vía satelital, para mejorar la educación básica en las zonas de difícil acceso y reducir la brecha digital."", ""Elecciones 2021: Juntos por el Perú y el PPC plantean reducir el crimen en el área andina\nLos candidatos al Parlamento Andino de Juntos por el Perú, Alberto Adrianzén, y del Partido Popular Cristiano (PPC), Jorge Koechlin, coincidieron en que se debe reducir el crimen en las áreas andinas del país.""]",
reltype:100,90,"[[""vencer"", 40], [""vencer al"", 12], [""vencer a"", 11], [""vencer con"", 6], [""derrotar a"", 4], [""vencer para"", 4], [""derrotar con"", 2], [""derrotar por"", 2]]","[""-- Resultados de la 2.ª jornada: - Individuales masculinos - Primera vuelta: Andrey Rublev (RUS/N.7) derrotó a Yannick Hanfmann (GER) 6-3, 6-3, 6-4 Thiago Monteiro (BRA) a Andrej Martin (SVK) 7-6 (8/6), 6-1, 6-2 Feliciano López (ESP) a Li Tu (AUS) 6-7 (1/7), 6-4, 7-6 (7/4), 6-4 Lorenzo Sonego (ITA/N.31) a Sam Querrey (USA) 7-5, 6-4, 6-4 Casper Ruud (NOR/N.24) a Jordan Thompson (AUS) 6-3, 6-3, 2-1 y abandono Tommy Paul (USA) a Nikoloz Basilashvili (GEO) 6-4, 7-6 (7/0), 6-4 Christopher O'Connell (AUS) a Jan-Lennard Struff (GER) 7-6 (7/2), 7-6 (7/5), 6-1 Radu Albot (MDA) a Roberto Bautista (ESP/N.12) 6-7 (1/7), 6-0, 6-4, 7-6 (7/5) Alexei Popyrin (AUS) a David Goffin (BEL/N.13) 3-6, 6-4, 6-7 (4/7), 7-6 (8/6), 6-3 Lloyd Harris (RSA) a Mikael Torpegaard (DEN) 4-6, 6-3, 6-2, 6-2 Mackenzie McDonald (USA) a Marco Cecchinato (ITA) 3-6, 6-3, 6-2, 6-2 Borna Coric (CRO/N.22) a Guido Pella (ARG) 6-3, 7-6 (7/5), 7-5 Filip Krajinovic (SRB/N.28) a Robin Haase (NED) 7-6 (7/4), 6-3, 4-6, 6-2 Pablo Andújar (ESP) a Quentin Halys (FRA) 6-4, 7-5, 7-5 Roberto Carballés (ESP) a Attila Balazs (HUN) 7-5, 3-6, 6-2, 6-3 Daniil Medvedev (RUS/N.4) a Vasek Pospisil (CAN) 6-2, 6-2, 6-4 Thanasi Kokkinakis (AUS) a Soonwoo Kwon (KOR) 6-4, 6-1, 6-1 Carlos Alcaraz (ESP) a Botic van de Zandschulp (NED) 6-1, 6-4, 6-4 Mikael Ymer (SWE) a Hubert Hurkacz (POL/N.26) 3-6, 6-3, 3-6, 7-5, 6-3 Karen Khachanov (RUS/N.19) a Aleksandar Vukic (AUS) 6-3, 6-7 (4/7), 7-6 (7/2), 6-4 Ricardas Berankis (LTU) a Sumit Nagal (IND) 6-2, 7-5, 6-3 Tomáš Machac (CZE) a Mario Vilella (ESP) 6-7 (5/7), 7-5, 6-0, 3-0 y abandono Fabio Fognini (ITA/N.16) a Pierre-Hugues Herbert (FRA) 6-4, 6-2, 6-3 Salvatore Caruso (ITA) a Henri Laaksonen (SUI) 6-2, 6-4, 6-3 Pablo Cuevas (URU) a Andreas Seppi (ITA) 6-4, 4-6, 6-2, 6-2 Alex De Miñaur (AUS/N.21) a Tennys Sandgren (USA) 7-5, 6-1, 6-1 Cameron Norrie (GBR) a Daniel Evans (GBR/N.30) 6-4, 4-6, 6-4, 7-5 Roman Safiullin (RUS) a Ilya Ivashka (BLR) 6-4, 6-3, 6-4 Michael Mmoh (USA) a Viktor Troicki (SRB) 7-6 (7/3), 6-7 (3/7), 3-6, 7-6 (7/3), 7-5 Rafael Nadal (ESP/N.2) a Laslo Djere (SRB) 6-3, 6-4, 6-1"", ""García derrotó a este último, actual campeón de Europa y de España en ejercicio, que terminó quinto con 1:46.93, aún así su mejor registro de la temporada."", ""“Si se le corre a Julio Guzmán, Mendoza lo va a destrozar, no podría derrotar a nadie, nosotros sí podemos derrotar a la izquierda en segunda vuelta”, indicó.""]",
reltype:101,89,"[[""respetar"", 66], [""respetar sin"", 5], [""respetar a"", 3], [""respetar con"", 3], [""respetar durante"", 2], [""respetar el"", 2], [""respetar para"", 2], [""respetarer de"", 2]]","[""\""Ha respetado el debido proceso y el derecho a la defensa."", ""Bermúdez remarcó que el Gobierno respeta el principio de neutralidad y el presidente Francisco Sagasti es el primer interesado en que el proceso electoral se lleve a cabo de manera limpia, transparente y con respeto a los valores democráticos."", ""Multas Elice Navarro mencionó algunas multas que podrían aplicarse a la ciudadanía durante la cuarentena: No respetar el metro mínimo de distancia obligatorio y hacer aglomeración en establecimientos comerciales S/ 86; rehusarse a cumplir con la identificación ante la Policía o Fuerzas Armadas S/ 430; y no respetar la inmovilización social obligatoria entre las 6 pm y las 4 am S/ 430 soles.""]",
reltype:102,89,"[[""vivir en"", 38], [""vivir segun"", 15], [""vivir"", 14], [""se vivir en"", 5], [""se vivir"", 3], [""vivir con"", 3], [""vivir de"", 3], [""vivir entre"", 3]]","[""\""Se vive endiosando a las redes sociales como el mecanismo que te va a llevar a la Presidencia o a ser congresista y no es así\"", reflexionó ante las características de la campaña que se desarrolla con miras a las elecciones generales del 11 de abril."", ""Autoridades nacionales y regionales sobrevolaron zonas inundadas en Madre de Dios\nFrente al estado de desastre que se vive en Madre de Dios, producto de las inundaciones por las intensas lluvias y desbordes de ríos, el ministro del Ambiente, Gabriel Quijandría, y un equipo de funcionarios del Gobierno Central, junto al gobernador regional, Luis Hidalgo; sobrevolaron la zona de emergencia, comprobando la magnitud de los daños, especialmente en la zona de Pueblo Viejo, El Triunfo, La Pastora, La Cachuela e Isuyama."", ""Frente al estado de desastre que se vive en Madre de Dios, producto de las inundaciones por las intensas lluvias y desbordes de ríos, el ministro del Ambiente, Gabriel Quijandría, y un equipo de funcionarios del Gobierno Central, junto al gobernador regional, Luis Hidalgo; sobrevolaron la zona de emergencia, comprobando la magnitud de los daños, especialmente en la zona de Pueblo Viejo, El Triunfo, La Pastora, La Cachuela e Isuyama.""]",
reltype:103,86,"[[""jurar en"", 14], [""sentenciar"", 12], [""sentenciar por"", 11], [""jurar para"", 10], [""jurar"", 9], [""juzgar por"", 9], [""juramentar"", 6], [""juramentar a"", 6]]","[""El 17 de noviembre, el congresista Francisco Sagasti juramentó como presidente de la República y asumió la responsabilidad de llevar adelante el Gobierno de Transición y de Emergencia."", ""Bolsonaro juramenta a su cuarto ministro de Salud en un año de pandemia\nEl presidente de Brasil, Jair Bolsonaro, juramentó el martes a su cuarto ministro de Salud en un año de pandemia, una semana después de designarlo para asumir el combate a la hecatombe sanitaria que ya dejó más de 295,000 muertos."", ""El presidente de Brasil, Jair Bolsonaro, juramentó el martes a su cuarto ministro de Salud en un año de pandemia, una semana después de designarlo para asumir el combate a la hecatombe sanitaria que ya dejó más de 295,000 muertos.""]",
